network;comment;sitec;active;owner_id;owner_name;mail;Date;
10.84.160.0/25;GWS AWS Active Directory - Dev - eu-west-1;AWSE1;FALSE;43;GWS-DEV;activeDirectoryTeam@pearson.com;29.05.2023;
10.85.60.0/23;GWS-WVD - Production - North Europe;AZRE1;FALSE;44;GWS-PRD;activeDirectoryTeam@pearson.com;29.05.2023;
10.87.50.0/23;GWS Active Directory - Production - Southeast Asia;AZRA1;TRUE;44;GWS-PRD;;;
10.87.28.0/22;DWS-WVD - Production - Southeast Asia;AZRA1;TRUE;44;GWS-PRD;;;
10.241.192.0/23;GWS-WVD - Production - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.84.61.0/24;GWS-AD - Production - North Europe;AZRE1;TRUE;44;GWS-PRD;;;
10.250.89.0/24;DWS-Site-Recovery - Production - Virginia;AZRU1;TRUE;44;GWS-PRD;;29.05.2023;
10.242.197.0/24;GWS-WVD - Production - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.82.177.0/24;GWS-WVD - Production - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.83.55.0/24;GWS Active Directory - Prod - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.243.12.0/23;GWS-WVD - Production - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.86.76.128/25;GWS AWS Active Directory - Prod - ap-southeast-1;AWSA1;FALSE;44;GWS-PRD;activeDirectoryTeam@pearson.com;29.05.2023;
10.241.197.0/24;GWS-AD - Production - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.244.211.0/24;DWS-Site-Recovery - Production - UK South;AZRE2;TRUE;44;GWS-PRD;;29.05.2023;
10.85.63.0/24;GWS-AD - Production - North Europe;AZRE1;TRUE;44;GWS-PRD;;;
10.240.200.0/24;GWS-PropTech - Production - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.85.136.0/22;GWS-WVD - Production - North Europe;AZRE1;TRUE;44;GWS-PRD;;;
10.85.70.0/24;GWS-WVD - Production - North Europe;AZRE1;TRUE;44;GWS-PRD;;;
10.82.172.0/22;GWS-WVD - Production - Central US;AZRU4;TRUE;44;GWS-PRD;;;
10.87.27.0/24;DWS-WVD - Production - Southeast Asia;AZRA1;TRUE;44;GWS-PRD;;;
10.83.52.128/25;GWS AWS Active Directory - Prod - us-east-1;AWSU1;FALSE;44;GWS-PRD;activeDirectoryTeam@pearson.com;29.05.2023;
10.85.128.0/23;GWS-WVD - Production - North Europe;AZRE1;FALSE;44;GWS-PRD;activeDirectoryTeam@pearson.com;29.05.2023;
10.84.160.128/25;GWS AWS Active Directory - Prod;AWSE1;FALSE;44;GWS-PRD;activeDirectoryTeam@pearson.com;29.05.2023;
10.244.50.0/24;GWS-WVD - Production - North Europe;AZRE1;FALSE;44;GWS-PRD;activeDirectoryTeam@pearson.com;29.05.2023;
10.82.208.0/21;ATE I&O;AWSU1;TRUE;45;ATE I&O;;;
10.84.120.0/23;Robotics Process Automation - Production;AWSE2;TRUE;46;RPA-PRD;;;
10.241.220.0/24;Bitesize - PRD - us-east-1;AWSU1;TRUE;47;Bitesize-PRD;;;
10.246.153.0/24;soluna-PRD-us-east-1;AWSU1;TRUE;47;Bitesize-PRD;;;
10.248.152.0/22;Bitesize - PRD - us-east-1;AWSU1;FALSE;47;Bitesize-DEV;tosrepod4@grp.pearson.com;30.05.2023;
10.243.239.0/24;gpt-fsngos-production;AWSU1;TRUE;47;Bitesize-PRD;;;
10.240.0.0/24;HEd - Nibiru PRD - us-east-1;AWSU1;TRUE;47;Bitesize-PRD;appengta@pearson.com;30.05.2023;
10.82.132.0/24;Bitesize - Production - us-east-1;AWSU1;FALSE;47;Bitesize-PRD;tosrepod4@grp.pearson.com;30.05.2023;
10.248.144.0/21;Bitesize - Development - us-east-1;AWSU1;FALSE;48;Bitesize-DEV;tosrepod4@grp.pearson.com;30.05.2023;
10.242.228.0/23;Bitesize - Development - us-east-1;AWSU1;TRUE;48;Bitesize-DEV;;;
10.240.3.0/24;HEd - Nibiru STG - us-east-1;AWSU1;TRUE;48;Bitesize-DEV;appengta@pearson.com;30.05.2023;
10.248.108.0/22;Bitesize-Development-us-east-1;AWSU1;TRUE;48;Bitesize-DEV;appengta@pearson.com;30.05.2023;
10.240.126.0/23;Bitesize - Development - us-east-1;AWSU1;TRUE;48;Bitesize-DEV;appengta@pearson.com;30.05.2023;
10.241.158.0/23;Passport-Development-us-east-1;AWSU1;TRUE;48;Bitesize-DEV;;;
10.242.226.0/23;Bitesize - Development - us-east-1;AWSU1;TRUE;48;Bitesize-DEV;;;
10.240.1.0/24;HEd - Nibiru STG - us-east-1;AWSU1;TRUE;48;Bitesize-DEV;appengta@pearson.com;30.05.2023;
10.242.196.0/24;Bitesize - Development - us-east-1;AWSU1;TRUE;48;Bitesize-DEV;;;
10.242.192.0/23;Bitesize - Development - us-east-1;AWSU1;TRUE;48;Bitesize-DEV;;;
10.240.2.0/24;HEd - Nibiru BKR - us-east-1;AWSU1;TRUE;49;Bitesize-BKR;appengta@pearson.com;30.05.2023;
10.83.16.0/22;HEd ILP non-PRD us-east-1;AWSU1;FALSE;50;Tableau-PRD;tableau-support@pearson.com;5.06.2023;Haseeb Afsar via email 14.06.2023
10.83.212.0/22;Adaptive Learning - Development;AWSU1;TRUE;50;Tableau-PRD;;;
10.84.224.0/20;Adaptive Learning - Tableau - eu-west-1;AWSE1;TRUE;50;Tableau-PRD;;;
10.243.27.0/24;Tableau - Production - us-east1;GCPU3;TRUE;50;Tableau-PRD;;;
10.83.156.128/25;HE - Embanet - Dev (block 2 of 2) - ca-central-1;AWSU5;TRUE;52;HED-Embanet-DEV;;;
10.83.217.64/26;HE - Embanet - Dev (block 1 of 2) - ca-central-1;AWSU1;TRUE;52;HED-Embanet-DEV;;;
10.240.4.0/22;Div360 - Versant PRD - us-east-1;AWSU1;TRUE;53;Versant-PRD;;;
10.252.0.0/16;eCollege - Cloud PQA/Dev -- Cornell;AWSU2;TRUE;54;HED-PLA;;;
10.201.0.0/16;HigherEd - Pearson Learning Assessments;AWSU1;TRUE;54;HED-PLA;;;
10.82.58.0/24;HEd PLA - us-east-1;AWSU2;TRUE;54;HED-PLA;;;
10.83.216.64/26;HE - CAET-RAD - Dev;AWSU1;TRUE;55;HED-CAET-RAD-DEV;;;
10.83.216.0/26;HE - CAET-RAD - Prod;AWSU1;TRUE;56;HED-CAET-RAD-PRD;;;
10.83.219.0/26;HE - Canada Tools - Prod - ca-central-1;AWSU1;FALSE;57;HED-CanadaTools-PRD;gdltechopsbackupstorageservices@pearson.com;31.05.2023;
10.83.157.0/25;HE - InfoTech - Prod (block 2 of 2) - ca-central-1;AWSU5;TRUE;58;HED-Infotech-PRD;;;
10.83.218.0/26;HE - InfoTech - Prod (block 1 of 2) - ca-central-1;AWSU1;TRUE;58;HED-Infotech-PRD;;;
10.86.102.0/23;India Growth - PP2.0;AWSA1;TRUE;61;India GrowthPP2-Jenkin-PRD;;;
10.86.78.0/24;Growth Market India - PP2.0;AWSA1;TRUE;61;India GrowthPP2-Jenkin-PRD;;;
10.86.100.0/24;India Growth - PP2.0;AWSA1;TRUE;61;India GrowthPP2-Jenkin-PRD;aws-devops@pearson.com;31.05.2023;
10.86.77.0/25;Growth Market, India;AWSA1;TRUE;62;IndiaGrowth-PRD;;;
10.86.104.0/23;India growth - SAM;AWSA1;TRUE;62;IndiaGrowth-PRD;;;
10.86.79.0/24;India growth - SAM;AWSA1;TRUE;62;IndiaGrowth-PRD;aws-devops@pearson.com;31.05.2023;
10.83.182.0/23;TEP - Development - us-east-1;AWSU1;FALSE;64;TEP-DEV;tep-dbas@pearson.com;31.05.2023;
10.86.203.0/24;TEP - Development - ap-northeast-1;AWSA3;FALSE;64;TEP-DEV;tep-dbas@pearson.com;31.05.2023;
10.244.32.0/20;TEP - Development - eu-west-1;AWSE1;FALSE;64;TEP-DEV;tep-dbas@pearson.com;31.05.2023;
10.84.122.0/23;TEP - Development - eu-west-1;AWSE1;TRUE;64;TEP-DEV;;;
10.86.202.0/24;TEP - Development - ap-southeast-2;AWSA2;FALSE;64;TEP-DEV;tep-dbas@pearson.com;31.05.2023;
10.86.201.0/24;TEP - Development - ap-southeast-1;AWSA1;FALSE;64;TEP-DEV;tep-dbas@pearson.com;31.05.2023;
10.84.200.0/22;TEP - Development - eu-west-1;AWSE1;FALSE;64;TEP-DEV;tep-dbas@pearson.com;31.05.2023;
10.83.216.128/26;HE - Docit - Prod - ca-central-1;AWSU1;TRUE;65;HED-Docit-PRD;;;
10.83.216.192/26;HE - Docit - Dev - ca-central-1;AWSU1;TRUE;66;HED-Docit-DEV;;;
10.83.217.128/26;HE - Science Source - Prod - ca-central-1;AWSU1;TRUE;67;HED-ScienceSource-PRD;;;
10.83.217.192/26;HE - Science Source - Dev - ca-central-1;AWSU1;TRUE;68;HED-ScienceSource-DEV;;;
10.83.158.0/25;HE - ERPI - Prod (block 2 of 2) - ca-central-1;AWSU5;TRUE;69;HED-ERPI-PRD;;;
10.83.218.128/26;HE - ERPI - Prod (block 1 of 2) - ca-central-1;AWSU1;TRUE;69;HED-ERPI-PRD;;;
10.83.158.128/25;HE - ERPI - Dev (block 2 of 2) - ca-central-1;AWSU5;TRUE;70;HED-ERPI-DEV;;;
10.83.218.192/26;HE - ERPI - Dev (block 1 of 2) - ca-central-1;AWSU1;TRUE;70;HED-ERPI-DEV;;;
10.83.159.0/25;HE - PIIProxy - Prod (block 2 of 2) - ca-central-1;AWSU5;TRUE;71;HED-PIIProxy-PRD;;;
10.83.219.128/26;HE - PIIProxy - Prod (block 1 of 2) - ca-central-1;AWSU1;TRUE;71;HED-PIIProxy-PRD;;;
10.83.159.128/25;HE - PIIProxy - Dev (block 2 of 2) - ca-central-1;AWSU5;TRUE;72;HED-PIIProxy-DEV;;;
10.83.219.192/26;HE - PIIProxy - Dev (block 1 of 2) - ca-central-1;AWSU1;TRUE;72;HED-PIIProxy-DEV;;;
10.84.162.0/23;CISO PaaS - Logging - Prod;AWSE1;FALSE;73;PAASLogging-PRD;psoteam@pearson.com;31.05.2023;
10.241.136.0/23;PAAS Logging - Production - us-east-2;AWSU2;FALSE;73;PAASLogging-PRD;psoteam@pearson.com;31.05.2023;
10.240.8.0/23;Alfresco - NALS STG - us-east-1;AWSU1;TRUE;74;NALS-DEV;;;
10.240.14.0/23;Alfresco - NALS STG - us-east-1;AWSU1;FALSE;74;NALS-DEV;NALSCMSAlfresco@pearson.com;31.05.2023;deleted?
10.240.10.0/23;Alfresco - NALS PROD - us-east-1;AWSU1;FALSE;75;NALS-PRD;NALSCMSAlfresco@pearson.com;31.05.2023;deleted?
10.240.12.0/23;Alfresco - NALS BKR - us-east-1;AWSU1;FALSE;76;NALS-BKR;NALSCMSAlfresco@pearson.com;31.05.2023;deleted?
10.240.16.0/23;Revel - GLP - us-east-1;AWSU1;TRUE;77;Revel-DEV;;;
10.240.56.0/23;Revel-DEV;AWSU1;FALSE;77;Revel-DEV;baybridge@pearson.com;31.05.2023;
10.84.28.0/22;Alfresco - Development - eu-west-1;AWSE1;TRUE;78;PearsonContent-DEV;;;
10.86.109.0/24;India growth - PP2-CI-CD-Nonprod;AWSA1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.82.54.0/24;GrowthIndia-DEV - us-east-1;AWSU1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.82.48.0/22;Alfresco - Development - us-east-1;AWSU1;TRUE;78;PearsonContent-DEV;;;
10.84.128.0/20;Alfresco - Development - eu-west-1;AWSE1;TRUE;78;PearsonContent-DEV;;;
10.86.108.0/24;India Growth - PP2-STG;AWSA1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.86.110.0/24;India Growth - SAM-CI-CD-Nonprod;AWSA1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.86.107.0/24;India Growth - PP2-QA;AWSA1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.86.80.0/21;Alfresco - Development - ap-south-1;AWSA5;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.86.106.0/24;India growth - PP2-DEV;AWSA1;TRUE;78;PearsonContent-DEV;;;
10.82.128.0/22;Alfresco - Development - us-east-1;AWSU1;TRUE;78;PearsonContent-DEV;;;
10.82.239.0/24;GrowthIndia-DEV - us-east-1;AWSU1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.82.38.0/24;Blueprint - Development - us-east-1;AWSU1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.82.192.0/20;Alfresco - Development - us-east-1;AWSU1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.82.226.0/24;GrowthIndia-DEV - us-east-1;AWSU1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.82.238.0/24;GrowthIndia-DEV - us-east-1;AWSU1;FALSE;78;PearsonContent-DEV;InfoTechContentDevOps@grp.pearson.com;31.05.2023;
10.87.146.0/23;India Growth - PP2-QA;AWSA1;TRUE;78;PearsonContent-DEV;;;
10.84.188.0/24;AppSec-CISO - Production - eu-west-1;AWSE1;FALSE;79;AppSec-DEV;appsec@pearson.com;31.05.2023;
10.84.189.0/24;AppSec-CISO - Staging - eu-west-1;AWSE1;FALSE;79;AppSec-DEV;appsec@pearson.com;31.05.2023;
10.84.161.0/24;AppSec-CISO - Development - eu-west-1;AWSE1;FALSE;79;AppSec-DEV;appsec@pearson.com;31.05.2023;
10.240.18.0/24;Pearson Writer - HeD - STG - us-east-1;AWSU1;TRUE;80;HED-PearsonWriter-DEV;;;
10.240.19.0/24;Pearson Writer - HeD - PROD - us-east-1;AWSU1;TRUE;81;HED-PearsonWriter-PRD;;;
10.240.20.0/24;Pearson Writer - HeD - BKR - us-east-1;AWSU1;TRUE;82;HED-PearsonWriter-BKR;;;
10.82.136.0/22;ATE I & O - us-east-1;AWSU1;TRUE;83;ATE I&O-NAS;;;
10.82.141.0/24;Y-Connect Prod Jenkins - us-east-1;AWSU1;FALSE;84;Y-Connect-PRD;aws-devops@pearson.com;31.05.2023;Kushal Govindaraju via IM
10.82.140.0/24;Y-Connect Prod - us-east-1;AWSU1;FALSE;84;Y-Connect-PRD;aws-devops@pearson.com;31.05.2023;5.06.2023
10.86.89.0/24;Mypedia Prod Jenkins - ap-south-1;AWSA5;FALSE;85;MyPedia-PRD;aws-devops@pearson.com;31.05.2023;
10.86.88.0/24;Mypedia Prod - ap-south-1;AWSA5;FALSE;85;MyPedia-PRD;aws-devops@pearson.com;31.05.2023;
10.86.94.0/24;Mypedia Sandbox - ap-south-1;AWSA5;FALSE;86;MyPedia-DEV;aws-devops@pearson.com;31.05.2023;
10.86.92.0/24;Mypedia STG - ap-south-1;AWSA5;FALSE;86;MyPedia-DEV;aws-devops@pearson.com;31.05.2023;
10.86.91.0/24;Mypedia QA - ap-south-1;AWSA5;FALSE;86;MyPedia-DEV;aws-devops@pearson.com;31.05.2023;
10.86.95.0/24;Mypedia Non-Prod Jenkins - ap-south-1;AWSA5;FALSE;86;MyPedia-DEV;aws-devops@pearson.com;31.05.2023;
10.86.93.0/24;Mypedia Perf - ap-south-1;AWSA5;FALSE;86;MyPedia-DEV;aws-devops@pearson.com;31.05.2023;
10.86.97.0/24;SAM QA - aws-southeast-2;AWSA2;TRUE;87;SAM-Hybris-DEV;;;
10.86.116.0/24;Hybris Sandbox - ap-south-1;AWSA5;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.241.152.0/22;SAM-Hybris - Development - us-east-1;AWSU1;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.115.0/24;Hyrbis Perf - ap-south-1;AWSA5;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.114.0/24;Hybris STG - ap-south-1;AWSA5;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.101.0/24;SAM Sandbox - aws-southeast-2;AWSA2;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.113.0/24;Hybris QA - ap-south-1;AWSA5;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.112.0/24;Hybris Dev - ap-south-1;AWSA5;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.99.0/24;SAM Perf - aws-southeast-2;AWSA2;TRUE;87;SAM-Hybris-DEV;;;
10.86.111.0/24;SAM Non-Prod Jenkins - ap-southeast-2;AWSA2;TRUE;87;SAM-Hybris-DEV;;;
10.86.98.0/24;SAM STG - aws-southeast-2;AWSA2;TRUE;87;SAM-Hybris-DEV;;;
10.86.117.0/24;Hybris Non-Prod Jenkins - ap-south-1;AWSA5;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.96.0/24;SAM Dev - aws-southeast-2;AWSA2;TRUE;87;SAM-Hybris-DEV;;;
10.85.20.0/22;SAM-Hybris - Development - eu-west-1;AWSE1;TRUE;87;SAM-Hybris-DEV;aws-devops@pearson.com;31.05.2023;
10.86.123.0/24;PP2 Non-Prod Jenkins - ap-southeast-2;AWSA2;TRUE;88;PP2-DEV;aws-devops@pearson.com;1.06.2023;
10.86.122.0/24;PP2 Sandbox - ap-southeast-2;AWSA2;TRUE;88;PP2-DEV;;;
10.86.90.0/24;PP2 Non-Production - ap-southeast-2;AWSA5;TRUE;88;PP2-DEV;aws-devops@pearson.com;1.06.2023;
10.86.118.0/24;PP2 Dev - ap-southeast-2;AWSA2;TRUE;88;PP2-DEV;;;
10.86.121.0/24;PP2 Perf - ap-southeast-2;AWSA2;TRUE;88;PP2-DEV;aws-devops@pearson.com;1.06.2023;
10.86.120.0/24;PP2 STG - ap-southeast-2;AWSA2;TRUE;88;PP2-DEV;;;
10.86.119.0/24;PP2 QA - ap-southeast-2;AWSA2;TRUE;88;PP2-DEV;aws-devops@pearson.com;1.06.2023;
10.86.126.0/24;iteach Dev - ap-southeast-1;AWSA1;FALSE;90;iTeach-DEV;aws-devops@pearson.com;5.06.2023;Kushal Govindaraju via IM
10.86.192.0/24;iteach STG - ap-southeast-1;AWSA1;FALSE;90;iTeach-DEV;aws-devops@pearson.com;5.06.2023;5.06.2023
10.86.127.0/24;iteach QA - ap-southeast-1;AWSA1;FALSE;90;iTeach-DEV;aws-devops@pearson.com;5.06.2023;
10.86.195.0/24;iteach Non-Prod Jenkins - ap-southeast-1;AWSA1;FALSE;90;iTeach-DEV;aws-devops@pearson.com;5.06.2023;
10.86.194.0/24;iteach Sandbox - ap-southeast-1;AWSA1;FALSE;90;iTeach-DEV;aws-devops@pearson.com;5.06.2023;
10.86.193.0/24;iteach Perf - ap-southeast-1;AWSA1;FALSE;90;iTeach-DEV;aws-devops@pearson.com;5.06.2023;
10.82.167.0/24;y-connect Perf - us-east-1;AWSU1;FALSE;91;Y-Connect-DEV;aws-devops@pearson.com;5.06.2023;
10.82.166.0/24;y-connect STG - us-east-1;AWSU1;FALSE;91;Y-Connect-DEV;aws-devops@pearson.com;5.06.2023;
10.82.165.0/24;y-connect QA - us-east-1;AWSU1;FALSE;91;Y-Connect-DEV;aws-devops@pearson.com;5.06.2023;
10.82.169.0/24;y-connect Non-Prod Jenkins - us-east-1;AWSU1;TRUE;91;Y-Connect-DEV;aws-devops@pearson.com;5.06.2023;
10.82.168.0/24;y-connect Sandbox - us-east-1;AWSU1;FALSE;91;Y-Connect-DEV;aws-devops@pearson.com;5.06.2023;
10.82.164.0/24;y-connect Dev - us-east-1;AWSU1;FALSE;91;Y-Connect-DEV;aws-devops@pearson.com;5.06.2023;
10.68.167.0/24;starkverlag Prod Jenkins - eu-central-1;AWSE3;TRUE;92;Starkverlag-PRD;aws-devops@pearson.com;6.06.2023;
10.84.167.0/24;starkverlag Prod Jenkins - eu-central-1;AWSE3;TRUE;92;Starkverlag-PRD;aws-devops@pearson.com;6.06.2023;
10.84.166.0/24;starkverlag Prod - eu-central-1;AWSE3;TRUE;92;Starkverlag-PRD;;;
10.84.175.0/24;librio-liquido Prod Jenkins - eu-west-1;AWSE1;FALSE;93;Librio-Liquido-PRD;aws-devops@pearson.com;5.06.2023;
10.84.174.0/24;librio-liquido Prod - eu-west-1;AWSE1;FALSE;93;Librio-Liquido-PRD;aws-devops@pearson.com;5.06.2023;
10.84.180.0/24;librio-liquido Sandbox - eu-west-1;AWSE1;FALSE;94;Librio-Liquido-DEV;aws-devops@pearson.com;5.06.2023;
10.84.181.0/24;librio-liquido Non-Prod Jenkins - eu-west-1;AWSE1;FALSE;94;Librio-Liquido-DEV;aws-devops@pearson.com;5.06.2023;
10.84.178.0/24;librio-liquido STG - eu-west-1;AWSE1;FALSE;94;Librio-Liquido-DEV;aws-devops@pearson.com;5.06.2023;
10.84.177.0/24;librio-liquido QA - eu-west-1;AWSE1;FALSE;94;Librio-Liquido-DEV;aws-devops@pearson.com;5.06.2023;
10.84.176.0/24;librio-liquido Dev - eu-west-1;AWSE1;FALSE;94;Librio-Liquido-DEV;aws-devops@pearson.com;5.06.2023;
10.84.179.0/24;librio-liquido Perf - eu-west-1;AWSE1;FALSE;94;Librio-Liquido-DEV;aws-devops@pearson.com;5.06.2023;
10.84.183.0/24;ALP QA - eu-west-1;AWSE1;FALSE;95;ALP-DEV;TOSREPod5@grp.pearson.com;16.05.2023;Kushal Govindaraju via IM
10.84.186.0/24;ALP Sandbox - eu-west-1;AWSE1;FALSE;95;ALP-DEV;TOSREPod5@grp.pearson.com;16.05.2023;5.06.2023
10.84.184.0/24;ALP STG - eu-west-1;AWSE1;FALSE;95;ALP-DEV;TOSREPod5@grp.pearson.com;16.05.2023;
10.84.182.0/24;ALP Dev - eu-west-1;AWSE1;TRUE;95;ALP-DEV;;;
10.84.187.0/24;ALP Non-Prod Jenkins - eu-west-1;AWSE1;FALSE;95;ALP-DEV;TOSREPod5@grp.pearson.com;16.05.2023;
10.85.164.0/23;ALP DEV - eu-west-1;AWSE1;TRUE;95;ALP-DEV;TOSREPod5@grp.pearson.com;16.05.2023;
10.84.185.0/24;ALP Perf - eu-west-1;AWSE1;FALSE;95;ALP-DEV;TOSREPod5@grp.pearson.com;16.05.2023;
10.244.62.0/23;ALP -nonprod - eu-west-1;AWSE1;TRUE;95;ALP-DEV;;;
10.84.172.0/24;starkverlag Sandbox - eu-central-1;AWSE3;TRUE;96;Starkverlag-DEV;;;
10.84.173.0/24;starkverlag Non-Prod Jenkins - eu-central-1;AWSE3;TRUE;96;Starkverlag-DEV;aws-devops@pearson.com;6.06.2023;
10.84.170.0/24;starkverlag STG - eu-central-1;AWSE3;TRUE;96;Starkverlag-DEV;aws-devops@pearson.com;6.06.2023;
10.84.169.0/24;starkverlag QA - eu-central-1;AWSE3;TRUE;96;Starkverlag-DEV;aws-devops@pearson.com;6.06.2023;
10.84.168.0/24;starkverlag Dev - eu-central-1;AWSE3;TRUE;96;Starkverlag-DEV;;;
10.84.171.0/24;starkverlag Perf - eu-central-1;AWSE3;TRUE;96;Starkverlag-DEV;aws-devops@pearson.com;6.06.2023;
10.86.125.0/24;iteach Prod Jenkins - ap-southeast-1;AWSA1;FALSE;97;iTeach-PRD;aws-devops@pearson.com;5.06.2023;Kushal Govindaraju via IM
10.86.124.0/24;iteach Prod - ap-southeast-1;AWSA1;FALSE;97;iTeach-PRD;aws-devops@pearson.com;5.06.2023;5.06.2023
10.240.22.0/23;HED Revel Course Mgmt - nonprod;AWSU2;FALSE;98;HED-RCM-DEV;ilp_pe@pearson.com;6.06.2023;
10.247.28.0/22;RevelGradeBook - Development - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.83.56.128/25;RevelGradeBook - Development - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.249.167.0/24;revelgradebook-dev- us-east-1;AWSU1;FALSE;99;HED-RevelGradebook-DEV;ilp_pe@pearson.com;6.06.2023;
10.246.158.0/23;HED-RevelGradebook-DEV - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.246.138.0/23;Gradebook-Development;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.246.144.0/23;HED-RevelGradebook-DEV - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.251.64.0/22;HED Revel Gradebook - nonprod us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.83.181.0/24;Revel Gradebook - Development - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.248.96.0/21;revelgradebook-stage - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.247.64.0/20;RevelGradeBook - Development - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.248.40.0/24;revelgradebook-dev- us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.240.220.0/22;revelgradebook-qa - us-east-1;AWSU1;FALSE;99;HED-RevelGradebook-DEV;ilp_pe@pearson.com;6.06.2023;
10.82.72.0/23;RevelGradeBook - Development - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.248.112.0/20;revelgradebook-ppe - us-east-1;AWSU1;FALSE;99;HED-RevelGradebook-DEV;ilp_pe@pearson.com;6.06.2023;
10.240.24.0/23;HED Revel Gradebook - nonprod;AWSU2;TRUE;99;HED-RevelGradebook-DEV;;;
10.247.32.0/21;RevelGradeBook - Development - us-east-1;AWSU1;TRUE;99;HED-RevelGradebook-DEV;;;
10.83.180.0/24;Revel Assignment Mgmt - Development - us-east-1;AWSU1;FALSE;100;HED-RAM-DEV;ilp_pe@pearson.com;6.06.2023;
10.240.26.0/23;HED Assignment Mgmt - nonprod;AWSU2;FALSE;100;HED-RAM-DEV;ilp_pe@pearson.com;6.06.2023;
10.83.156.0/25;HE - Embanet - Prod (block 2 of 2) - ca-central-1;AWSU5;TRUE;101;HED-Embanet-PRD;;;
10.83.217.0/26;HE - Embanet - Prod (block 1 of 2) - ca-central-1;AWSU1;TRUE;101;HED-Embanet-PRD;;;
10.83.218.64/26;HE - InfoTech - Dev (block 1 of 2) - ca-central-1;AWSU1;FALSE;102;HED-Royalty-DEV;ilp_pe@pearson.com;6.06.2023;
10.83.157.128/25;HE - InfoTech - Dev (block 1 of 2) - ca-central-1;AWSU5;FALSE;102;HED-Royalty-DEV;ilp_pe@pearson.com;6.06.2023;
10.240.21.0/24;Versant - Prod - us-east-1;AWSU2;TRUE;103;Versant-DEV-RND;;;
10.240.44.128/27;Versant - Prod - us-east-1;AWSU1;TRUE;103;Versant-DEV-RND;;;
10.241.64.0/18;Bitesize/GLP2 - Staging - us-west-2;AWSU4;FALSE;104;GLPv2-DEV;cloudplatform-leaders@pearson.com;6.06.2023;
10.241.240.0/20;Bitesize/GLP2 - Peering VPC - us-east-1;AWSU1;FALSE;104;GLPv2-DEV;cloudplatform-leaders@pearson.com;6.06.2023;
10.240.128.0/18;Bitesize/GLP2 - NFT - us-east-2;AWSU2;FALSE;104;GLPv2-DEV;cloudplatform-leaders@pearson.com;6.06.2023;
10.241.0.0/18;Bitesize/GLP2 - Prod - us-west-2;AWSU4;FALSE;105;GLPv2-PRD;cloudplatform-leaders@pearson.com;6.06.2023;
10.253.16.0/20;GLPv2 - Production - us-east-1;AWSU1;FALSE;105;GLPv2-PRD;cloudplatform-leaders@pearson.com;6.06.2023;
